id,name,country,voltage,is_substation,longitude,latitude,type,population
5612,Pradella,CH,380.0,true,10.360107,46.80758,PV,2755.611518734113
5613,Fiesch,CH,220.0,true,8.140869,46.460566,PQ,5362.497141118741
5614,Ormalingen,CH,380.0,true,7.76733399999999,47.383474,PQ,69615.63053437311
6970,Unnamed 449,CH,380.0,false,8.89155105041669,46.2245159029453,PQ,20444.974837731646
5616,Rupperswil,CH,220.0,true,8.05297900000001,47.376035,PQ,61537.42137924166
5617,Auwiesen,CH,220.0,true,8.55834999999999,47.353711,PQ,65496.78193448696
5618,Banlieue-Ouest,CH,220.0,true,6.503906,46.521076,PQ,82230.23027556705
5619,Eglisau,CH,220.0,true,8.50341800000001,47.554287,PQ,56729.32940758747
5620,Bavona,CH,220.0,true,8.569336,46.316584,PV,8293.89624481243
5621,Robiei,CH,220.0,true,8.54736300000001,46.392411,PV,4199.129103723999
5623,Gabi,CH,220.0,true,8.085938,46.293816,PQ,4852.565874078618
5624,Handeck,CH,220.0,true,8.25073199999999,46.611715,PV,9157.580321481753
5625,Giswil,CH,220.0,true,8.129883,46.845164,PQ,22928.806696771848
5626,Ingenbohl,CH,380.0,true,8.580322,47.017716,PQ,93808.97465068652
5627,Biasca,CH,220.0,true,9.08569299999999,46.308996,PV,8539.283958689306
5628,Mendrisio,CH,380.0,true,9.019775,45.890008,PQ,19728.608181219402
5629,Montlingen,CH,220.0,true,9.52514600000001,47.41322,PQ,28900.70765162567
5630,Montlingen,CH,380.0,true,9.52514600000001,47.41322,PQ,57801.41528398418
6975,Unnamed 454,CH,220.0,false,8.90870789544001,46.256159211895,PQ,10288.033618946907
6976,Unnamed 456,CH,380.0,false,8.90870789544001,46.256159211895,PQ,20576.06723103513
5808,Crans,CH,220.0,true,6.240234,46.369674,PQ,75256.72632192359
5832,Soazza,CH,380.0,true,9.17358400000001,46.233053,PQ,20380.01650440824
5833,Tiefencastel,CH,220.0,true,9.492188,46.581518,PQ,4627.480410932976
