bus_id1,bus_id2,country1,country2,circuit,underground,in_construction,is_dc,voltage,line_length,r,x,b,fmax
230,231,ES,ES,1,false,false,false,380.0,28.772631263,0.805633675364,7.624747284695001,0.0,1700.0
232,234,ES,ES,2,false,false,false,220.0,26.303325175,1.6571094860250002,9.469197063,0.0,490.0
229,235,ES,ES,1,false,false,false,220.0,18.452928392999997,1.162534488759,6.643054221479999,0.0,490.0
242,243,ES,ES,2,false,false,false,380.0,42.359408394999996,1.18606343506,11.225243224675,0.0,1700.0
242,244,ES,ES,2,false,false,false,380.0,12.357354539,0.346005927092,3.274698952835,0.0,1700.0
242,248,ES,ES,2,false,false,false,380.0,39.241206696,1.098753787488,10.39891977444,0.0,1700.0
247,249,ES,ES,1,false,false,false,220.0,13.650762822999999,0.859998057849,4.914274616279999,0.0,490.0
247,249,ES,ES,1,false,false,false,220.0,13.855912318000001,0.8729224760340001,4.98812843448,0.0,490.0
241,254,ES,ES,2,false,false,false,380.0,25.150007685000002,0.7042002151800001,6.664752036525001,0.0,1700.0
241,254,ES,ES,1,false,false,false,380.0,25.710840725999997,0.719903540328,6.813372792389999,0.0,1700.0
241,254,ES,ES,1,false,false,false,380.0,23.6104077,0.6610914156,6.2567580405,0.0,1700.0
240,253,ES,ES,1,false,false,false,220.0,31.82219571,2.00479832973,11.455990455599999,0.0,490.0
252,256,ES,ES,1,false,false,false,220.0,53.825051892000005,3.390978269196,19.377018681120003,0.0,490.0
258,260,ES,ES,2,false,false,false,380.0,70.03124888400001,1.9608749687520002,18.558280954260002,0.0,1700.0
260,262,ES,ES,2,false,false,false,380.0,42.944400362,1.202443210136,11.38026609593,0.0,1700.0
256,264,ES,ES,1,false,false,false,220.0,72.46700617799999,4.565421389213999,26.088122224079996,0.0,490.0
258,267,ES,ES,1,false,false,false,380.0,71.335286841,1.997388031548,18.903851012865,0.0,1700.0
256,269,ES,ES,1,false,false,false,220.0,51.354380449999994,3.2353259683499997,18.487576962,0.0,490.0
256,270,ES,ES,2,false,false,false,220.0,89.12918744199999,5.615138808845999,32.086507479119994,0.0,490.0
264,272,ES,ES,1,false,false,false,220.0,47.850421724,3.014576568612,17.22615182064,0.0,490.0
260,281,ES,ES,2,false,false,false,380.0,132.724087081,3.716274438268,35.171883076465,0.0,1700.0
280,282,ES,ES,2,false,false,false,220.0,61.285114871,3.8609622368729997,22.062641353559997,0.0,490.0
280,285,ES,ES,1,false,false,false,220.0,49.208163809,3.100114319967,17.71493897124,0.0,490.0
245,288,ES,ES,1,false,false,false,220.0,12.001104297,0.756069570711,4.32039754692,0.0,490.0
269,290,ES,ES,2,false,false,false,220.0,14.210958809,0.895290404967,5.11594517124,0.0,490.0
290,291,ES,ES,1,false,true,false,220.0,13.848632186000001,0.8724638277180001,4.985507586960001,0.0,490.0
269,291,ES,ES,2,false,false,false,220.0,24.093101765,1.517865411195,8.6735166354,0.0,490.0
229,292,ES,ES,1,false,false,false,220.0,17.87793914,1.1263101658199999,6.4360580903999995,0.0,490.0
254,295,ES,ES,2,false,true,false,380.0,47.724056178,1.336273572984,12.64687488717,0.0,1700.0
295,297,ES,ES,2,false,true,false,380.0,36.735885828,1.028604803184,9.735009744420001,0.0,1700.0
290,298,ES,ES,2,false,false,false,220.0,29.753403986000002,1.8744644511180002,10.711225434960001,0.0,490.0
290,300,ES,ES,1,false,false,false,220.0,11.860494125999999,0.747211129938,4.26977788536,0.0,490.0
258,301,ES,ES,2,false,false,false,380.0,57.449600368,1.608588810304,15.22414409752,0.0,1700.0
291,304,ES,ES,1,false,false,false,220.0,11.568281329,0.728801723727,4.16458127844,0.0,490.0
269,305,ES,ES,1,false,false,false,220.0,20.975555906,1.321460022078,7.5512001261599995,0.0,490.0
266,305,ES,ES,2,false,false,false,220.0,24.944471758,1.5715017207539999,8.980009832879999,0.0,490.0
271,306,ES,ES,1,false,false,false,220.0,10.447935532999999,0.658219938579,3.7612567918799993,0.0,490.0
240,311,ES,ES,1,false,false,false,220.0,12.939387883,0.815181436629,4.65817963788,0.0,490.0
253,311,ES,ES,1,false,false,false,220.0,27.813903672000002,1.7522759313360001,10.01300532192,0.0,490.0
243,312,ES,ES,2,false,true,false,380.0,34.925298719,0.9779083641319999,9.255204160535,0.0,1700.0
234,313,ES,ES,2,false,false,false,220.0,45.632511236999996,2.8748482079309996,16.42770404532,0.0,490.0
293,317,ES,ES,2,false,false,false,380.0,42.279812612,1.183834753136,11.20415034218,0.0,1700.0
229,316,ES,ES,1,false,false,false,220.0,49.576024448,3.123289540224,17.84736880128,0.0,490.0
288,325,ES,ES,1,false,false,false,220.0,12.883220725,0.811642905675,4.6379594609999995,0.0,490.0
